food_code,food_name,scientific_name,food_group,regions_measured,energy_kcal,water_g,protein_g,fat_g,carbohydrate_g,fiber_g,iron_mg,calcium_mg,zinc_mg,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg,vitamin_c_mg,thiamine_b1_mg,riboflavin_b2_mg,niacin_b3_mg,vitamin_b6_mg,folate_b9_ug,vitamin_a_retinol_ug,vitamin_d_ug,vitamin_e_mg,vitamin_k1_ug,vitamin_b12_ug
G033,Turmeric powder,Curcuma domestica,Condiments and Spices,6,280.6,10.58,7.66,5.03,49.22,21.38,46.08,122.0,2.64,260.0,276.0,2374.0,24.41,0.0,0.06,0.01,1.55,0.13,13.86,0.0,18.67,2.63,12.8,not measured in IFCT 2017
H001,Almond,Prunus amygdalus,Nuts and Oil Seeds,6,609.2,4.37,18.41,58.49,3.04,13.06,4.59,228.0,3.5,318.0,446.0,699.0,1.5,0.74,0.15,0.26,3.71,0.09,36.46,0.0,1.61,24.88,8.4,not measured in IFCT 2017
H002,"Arecanut, dried, brown",Areca catechu,Nuts and Oil Seeds,6,350.6,6.63,5.78,4.35,70.42,11.44,2.74,61.0,0.89,76.39,105.0,524.0,12.06,0.0,0.04,0.03,0.71,0.32,7.54,0.0,12.77,0.06,3.78,not measured in IFCT 2017
H003,"Arecanut, dried, red color",Areca catechu,Nuts and Oil Seeds,3,353.0,6.3,6.46,4.46,70.27,11.11,3.26,51.0,1.02,91.01,127.0,617.0,17.13,0.0,0.03,0.24,0.8,0.21,8.57,0.0,12.6,0.04,3.9,not measured in IFCT 2017
H004,"Arecanut, fresh",Areca catechu,Nuts and Oil Seeds,2,244.7,37.7,2.73,5.51,45.0,7.63,1.04,34.03,0.56,47.6,90.48,329.0,5.53,0.0,0.038,0.031,0.74,0.25,26.51,0.0,11.03,0.01,3.71,not measured in IFCT 2017
H005,Cashew nut,Anacardium occidentale,Nuts and Oil Seeds,6,582.7,4.44,18.78,45.2,25.46,3.86,5.95,34.0,5.34,307.0,500.0,635.0,9.0,0.0,0.61,0.03,1.03,0.16,25.2,0.0,3.85,1.05,1.83,not measured in IFCT 2017
H006,"Coconut, kernel, dry",Cocos nucifera,Nuts and Oil Seeds,6,624.0,3.97,7.27,63.26,8.01,15.88,3.13,32.0,1.41,97.21,203.0,739.0,16.68,0.0,0.04,0.04,0.71,0.15,24.27,0.0,0.0,6.02,2.88,not measured in IFCT 2017
H007,"Coconut, kernel, fresh",Cocos nucifera,Nuts and Oil Seeds,6,408.9,36.14,3.84,41.38,6.3,10.42,1.3,8.0,0.58,35.0,67.73,246.0,8.12,0.8,0.03,0.08,0.3,0.1,25.41,0.0,0.0,2.39,23.22,not measured in IFCT 2017
H008,"Garden cress, seeds",Lepidium sativum,Nuts and Oil Seeds,5,445.3,4.6,23.36,23.74,33.66,8.27,17.2,318.0,4.83,307.0,539.0,952.0,21.84,0.0,0.52,0.15,5.67,0.05,30.92,0.0,1.92,1.07,24.66,not measured in IFCT 2017
H009,"Gingelly seeds, black",Sesamum indicum,Nuts and Oil Seeds,6,507.6,4.51,19.17,43.1,10.29,17.16,13.9,1664.0,8.59,390.0,568.0,480.0,15.91,0.0,0.34,0.1,3.12,0.64,127.0,0.0,67.83,1.08,110.0,not measured in IFCT 2017
H010,"Gingelly seeds, brown",Sesamum indicum,Nuts and Oil Seeds,4,516.5,3.62,21.61,43.22,9.76,17.21,14.95,1174.0,7.84,328.0,613.0,491.0,11.94,0.0,0.27,0.08,3.05,0.49,92.63,0.0,76.51,1.22,113.0,not measured in IFCT 2017
H011,"Gingelly seeds, white",Sesamum indicum,Nuts and Oil Seeds,5,519.6,3.3,21.7,43.05,10.83,16.99,15.04,1283.0,7.77,372.0,754.0,460.0,15.43,0.0,0.36,0.07,3.94,0.62,131.0,0.0,62.74,1.24,106.0,not measured in IFCT 2017
H012,Ground nut,Arachis hypogea,Nuts and Oil Seeds,6,520.1,6.97,23.65,39.63,17.27,10.38,3.44,54.0,3.18,197.0,391.0,679.0,12.21,0.0,0.57,0.12,11.35,0.23,90.87,0.0,7.1,4.26,2.5,not measured in IFCT 2017
H013,Mustard seeds,Brassica nigra,Nuts and Oil Seeds,6,509.6,5.67,19.51,40.19,16.8,14.1,13.49,402.0,4.03,266.0,715.0,694.0,3.97,0.0,0.55,0.33,3.8,0.24,94.88,0.0,31.79,1.44,8.2,not measured in IFCT 2017
H014,Linseeds,Linum usitatissimum,Nuts and Oil Seeds,6,443.8,5.48,18.55,35.67,10.99,26.17,5.44,257.0,4.86,349.0,445.0,655.0,32.93,0.0,0.28,0.05,1.09,0.35,86.5,0.0,0.55,7.79,19.17,not measured in IFCT 2017
H015,"Niger seeds, black",Guizotia abyssinica,Nuts and Oil Seeds,4,512.4,4.65,18.92,38.61,22.98,10.93,18.19,572.0,4.98,346.0,461.0,716.0,10.7,0.0,0.46,0.23,1.14,0.45,140.0,0.0,2.52,2.59,110.0,not measured in IFCT 2017
H016,"Niger seeds, grey",Guizotia abyssinica,Nuts and Oil Seeds,5,508.6,5.66,18.34,39.53,20.59,10.96,19.61,375.0,3.62,379.0,474.0,874.0,8.08,0.0,0.38,0.35,0.88,0.34,73.13,0.0,2.7,2.18,105.0,not measured in IFCT 2017
H017,Pine seeds,Pinus sp.,Nuts and Oil Seeds,5,594.2,5.32,12.55,48.79,26.77,3.79,4.5,17.0,4.18,268.0,618.0,686.0,1.31,0.0,0.36,0.08,3.52,0.11,31.64,0.0,0.61,4.01,44.55,not measured in IFCT 2017
H018,Pistachio nuts,Pistacia vera,Nuts and Oil Seeds,6,539.4,4.68,23.35,42.49,15.82,10.64,4.5,135.0,2.42,149.0,537.0,1053.0,6.93,0.0,0.98,0.04,0.86,0.96,64.9,0.0,1.8,31.41,18.65,not measured in IFCT 2017
H019,Safflower seeds,Carthamus tinctorius,Nuts and Oil Seeds,5,473.5,5.24,17.66,30.87,30.18,13.49,4.06,211.0,3.9,321.0,644.0,550.0,3.05,0.0,0.85,0.15,1.12,0.93,82.41,0.0,1.91,31.74,8.8,not measured in IFCT 2017
H020,Sunflower seeds,Helianthus annuus,Nuts and Oil Seeds,5,586.3,3.53,23.53,51.85,6.85,10.8,5.85,176.0,7.07,413.0,752.0,559.0,1.9,0.0,0.59,0.13,1.6,0.94,81.79,0.0,1.54,21.39,9.2,not measured in IFCT 2017
H021,Walnut,Juglans regia,Nuts and Oil Seeds,6,671.4,3.56,14.92,64.27,10.14,5.39,3.21,105.0,2.94,180.0,400.0,457.0,1.33,0.88,0.4,0.12,0.86,0.8,57.95,0.0,46.31,2.65,84.92,not measured in IFCT 2017
I001,"Jaggery, cane",Saccharum officinarum,Sugars,6,353.7,11.2,1.85,0.16,84.87,0.0,4.63,107.0,0.45,115.0,74.53,488.0,25.38,0.0,0.04,0.01,0.02,0.71,14.4,0.0,0.47,0.04,0.0,not measured in IFCT 2017
I002,"Sugarcane, juice",Saccharum officinarum,Sugars,6,57.8,85.54,0.16,0.4,13.11,0.56,1.12,18.0,0.14,13.03,22.08,150.0,1.16,6.73,0.03,0.04,0.14,0.4,44.53,0.0,0.41,0.02,0.0,not measured in IFCT 2017
J001,"Button mushroom, fresh",Agaricus sp.,Mushrooms,1,27.5,90.09,3.68,0.42,1.98,3.11,0.29,18.38,0.17,18.3,87.11,318.0,7.72,0.0,0.01,0.03,0.68,0.12,8.28,0.0,20.54,0.01,12.5,not measured in IFCT 2017
J002,"Chicken mushroom, fresh",Lactiporus sp.,Mushrooms,1,21.3,92.43,1.84,0.25,2.76,1.99,0.3,4.83,0.55,10.78,79.74,340.0,10.22,0.45,0.37,0.06,1.45,0.11,11.13,0.0,27.58,0.02,16.29,not measured in IFCT 2017
J003,"Shiitake mushroom, fresh",Lentinula sp.,Mushrooms,1,58.1,82.94,3.19,0.76,8.98,3.02,1.93,5.3,1.21,24.47,96.36,323.0,9.3,0.0,0.05,0.16,1.92,0.45,10.92,0.0,36.4,0.01,12.5,not measured in IFCT 2017
J004,"Oyster mushroom, dried",Pleurotus sp.,Mushrooms,1,243.5,4.51,19.04,2.86,33.07,39.12,3.58,23.61,8.67,136.0,702.0,350.0,8.67,0.0,0.24,0.17,3.77,0.85,10.4,0.0,109.0,0.01,11.8,not measured in IFCT 2017
K001,Toddy,,Miscellaneous Foods,10,24.1,93.86,0.18,0.03,5.72,0.0,0.42,0.44,0.01,3.99,5.82,83.54,1.64,0.92,0.01,0.27,0.35,0.03,0.73,0.0,0.0,0.0,0.0,not measured in IFCT 2017
K002,Coconut water,Cocos nucifera,Miscellaneous Foods,6,15.3,95.77,0.26,0.16,3.16,0.0,0.06,27.47,0.04,18.19,18.05,215.0,28.09,0.64,0.01,0.01,0.04,0.06,10.88,0.0,0.0,0.45,2.69,not measured in IFCT 2017
L001,"Milk, whole, Buffalo",,Milk and Milk Products,6,107.3,80.68,3.68,6.58,8.39,0.0,0.16,121.0,0.3,10.05,86.94,109.0,30.1,2.37,0.05,0.13,0.07,0.04,8.57,0.0,1.63,0.12,0.0,not measured in IFCT 2017
L002,"Milk, whole, Cow",,Milk and Milk Products,6,72.9,86.64,3.26,4.48,4.94,0.0,0.15,118.0,0.33,8.28,96.56,115.0,25.46,2.01,0.03,0.11,0.08,0.04,7.03,0.0,1.22,0.14,0.0,not measured in IFCT 2017
L003,Paneer,,Milk and Milk Products,6,257.9,51.96,18.86,14.78,12.41,0.0,0.9,476.0,2.74,26.62,330.0,63.53,18.04,0.0,0.02,0.1,0.13,0.04,93.31,0.0,0.13,0.02,0.0,not measured in IFCT 2017
L004,Khoa,,Milk and Milk Products,6,316.0,42.51,16.34,20.62,16.53,0.0,2.32,602.0,2.34,58.53,476.0,536.0,48.1,0.0,0.11,0.11,0.43,0.06,94.25,0.0,0.12,0.03,0.0,not measured in IFCT 2017
M001,"Egg, poultry, whole, raw",,Egg and Egg Products,6,134.8,76.51,13.28,9.15,0.0,0.0,1.82,49.44,1.23,12.01,185.0,138.0,123.0,0.0,0.06,0.19,0.11,0.16,49.32,198.0,0.84,1.47,0.0,not measured in IFCT 2017
M002,"Egg, poultry, white, raw",,Egg and Egg Products,6,44.7,86.68,10.84,0.06,0.0,0.0,0.07,5.64,0.03,11.42,15.81,152.0,166.0,0.0,0.02,0.16,0.01,4.36,4.96,0.0,1.05,0.0,0.0,not measured in IFCT 2017
M003,"Egg, poultry, yolk, raw",,Egg and Egg Products,6,296.8,53.57,15.74,26.34,0.0,0.0,3.17,116.0,1.64,13.17,549.0,118.0,46.33,0.0,0.11,0.16,0.69,0.29,112.0,539.0,3.25,2.94,0.0,not measured in IFCT 2017
M004,"Egg, poultry, whole, boiled",,Egg and Egg Products,6,147.7,73.46,13.43,10.54,0.0,0.0,1.87,55.12,1.31,13.76,209.0,127.0,121.0,0.0,0.06,0.18,0.21,0.14,48.25,180.0,0.74,1.31,0.0,not measured in IFCT 2017
M005,"Egg, poultry, white, boiled",,Egg and Egg Products,6,52.6,83.54,12.37,0.26,0.0,0.0,0.15,8.07,0.09,11.62,23.0,147.0,144.0,0.0,0.02,0.18,0.01,4.37,4.1,0.0,0.18,0.0,0.0,not measured in IFCT 2017
M006,"Egg, poultry, yolk, boiled",,Egg and Egg Products,6,308.3,51.42,16.13,27.46,0.0,0.0,4.92,120.0,3.59,15.52,586.0,106.0,44.83,0.0,0.17,0.15,0.45,0.27,110.0,456.0,3.04,2.77,0.0,not measured in IFCT 2017
M007,"Egg, poultry, omlet",,Egg and Egg Products,3,169.7,68.48,16.53,11.6,0.0,0.0,2.16,53.26,1.31,14.84,222.0,163.0,169.0,0.0,0.11,0.2,0.33,0.14,37.66,181.0,2.98,1.82,0.0,not measured in IFCT 2017
M008,"Egg, country hen, whole, raw",,Egg and Egg Products,1,168.3,72.96,13.14,13.0,0.0,0.0,1.64,50.14,1.12,11.0,198.0,117.0,157.0,0.0,0.14,0.08,0.14,0.18,54.6,206.0,4.46,2.05,0.0,not measured in IFCT 2017
M009,"Egg, country hen, whole, boiled",,Egg and Egg Products,1,183.3,70.43,14.43,14.1,0.0,0.0,1.73,57.79,1.25,11.0,206.0,120.0,149.0,0.0,0.11,0.08,0.12,0.18,59.98,195.0,2.99,2.0,0.0,not measured in IFCT 2017
M010,"Egg, country hen, omlet",,Egg and Egg Products,1,204.3,67.8,14.8,16.3,0.0,0.0,2.15,55.88,1.26,13.0,243.0,151.0,157.0,0.0,0.14,0.07,0.14,0.18,58.79,202.0,3.44,2.7,0.0,not measured in IFCT 2017
M011,"Egg, duck, whole, boiled",,Egg and Egg Products,1,176.4,71.61,13.8,13.61,0.0,0.0,2.61,56.12,1.58,12.0,263.0,221.0,110.0,0.0,0.21,0.07,0.18,0.15,73.32,171.0,1.9,2.04,0.0,not measured in IFCT 2017
M012,"Egg, duck, whole, raw",,Egg and Egg Products,1,181.6,70.53,14.6,13.83,0.0,0.0,2.46,52.46,1.49,12.0,247.0,228.0,113.0,0.0,0.18,0.07,0.13,0.15,75.48,181.0,2.67,2.45,0.0,not measured in IFCT 2017
M013,"Egg, duck, whole, omlet",,Egg and Egg Products,1,192.2,68.9,15.1,14.8,0.0,0.0,3.28,71.79,1.89,15.0,309.0,154.0,175.0,0.0,0.31,0.09,0.14,0.15,67.95,166.0,2.1,2.62,0.0,not measured in IFCT 2017
M014,"Egg, quial, whole, raw",,Egg and Egg Products,1,151.8,75.11,12.39,11.46,0.0,0.0,2.55,60.67,1.51,11.0,236.0,119.0,132.0,0.0,0.15,0.11,0.12,0.17,54.86,151.0,5.72,0.98,0.0,not measured in IFCT 2017
M015,"Egg, quial, whole, boiled",,Egg and Egg Products,1,154.6,74.41,13.03,11.5,0.0,0.0,2.63,61.35,1.55,12.0,237.0,115.0,130.0,0.0,0.11,0.08,0.15,0.15,51.72,140.0,4.91,0.82,0.0,not measured in IFCT 2017
N001,"Chicken, poultry, leg, skinless",,Poultry,4,383.6,67.61,19.44,12.64,0.0,0.0,1.27,20.52,1.77,23.82,199.0,283.0,65.07,0.0,0.17,0.13,5.6,0.33,7.47,10.95,1.12,0.6,0.0,not measured in IFCT 2017
N002,"Chicken, poultry, thigh, skinless",,Poultry,6,199.8,67.58,18.18,14.23,0.0,0.0,1.11,18.37,1.42,22.55,186.0,263.0,64.59,0.0,0.13,0.1,5.62,0.38,9.0,16.48,1.22,0.65,0.0,not measured in IFCT 2017
N003,"Chicken, poultry, breast, skinless",,Poultry,5,168.3,67.15,21.81,9.0,0.0,0.0,0.83,12.91,0.78,20.2,178.0,295.0,36.7,0.0,0.1,0.06,8.06,0.53,10.44,6.96,1.38,0.29,0.0,not measured in IFCT 2017
N004,"Chicken, poultry, wing, skinless",,Poultry,5,192.9,67.48,17.42,13.81,0.0,0.0,1.38,28.13,1.48,22.81,189.0,185.0,72.78,0.0,0.08,0.07,6.66,0.39,7.87,31.21,1.11,0.57,0.0,not measured in IFCT 2017
N005,"Poultry, chicken, liver",,Poultry,1,123.8,73.2,21.57,4.08,0.0,0.0,9.92,4.1,2.65,16.0,244.0,241.0,61.58,0.0,0.28,0.2,4.44,0.92,1032.0,3486.0,2.62,0.72,0.0,not measured in IFCT 2017
N006,"Poultry, chicken, gizzard",,Poultry,1,92.3,78.05,18.22,2.07,0.0,0.0,3.19,5.46,2.65,14.0,119.0,244.0,50.6,0.0,0.01,0.11,2.87,0.14,8.72,46.78,1.6,0.63,0.0,not measured in IFCT 2017
N007,"Country hen, leg, with skin",,Poultry,1,172.8,70.02,17.01,11.73,0.0,0.0,1.66,22.56,2.71,25.0,250.0,357.0,50.46,0.0,0.17,0.1,2.44,0.36,8.1,17.44,1.12,0.69,0.0,not measured in IFCT 2017
N008,"Country hen, thigh, with skin",,Poultry,1,187.6,67.46,18.29,12.82,0.0,0.0,1.4,20.12,2.16,24.0,232.0,330.0,51.14,0.0,0.11,0.13,3.62,0.42,10.42,27.0,1.05,0.54,0.0,not measured in IFCT 2017
N009,"Country hen, breast, with skin",,Poultry,1,180.0,66.53,22.08,10.2,0.0,0.0,1.09,12.49,0.78,22.0,222.0,365.0,23.13,0.0,0.11,0.04,5.62,0.59,12.98,8.52,0.8,0.35,0.0,not measured in IFCT 2017
N010,"Country hen, wing, with skin",,Poultry,1,182.6,68.01,18.65,12.09,0.0,0.0,1.45,35.46,1.64,25.0,235.0,249.0,54.15,0.0,0.07,0.03,3.19,0.43,9.19,27.52,0.61,0.57,0.0,not measured in IFCT 2017
N011,"Duck, meat, with skin",,Poultry,1,130.7,73.49,19.07,6.03,0.0,0.0,4.26,22.77,2.92,26.0,237.0,273.0,82.25,0.0,0.22,0.13,2.24,0.31,27.98,48.86,0.91,0.7,0.0,not measured in IFCT 2017
N012,"Emu, meat, skinless",,Poultry,1,132.9,71.65,22.65,4.62,0.0,0.0,3.95,7.4,2.91,25.0,243.0,275.0,48.48,0.0,0.1,0.17,3.26,0.35,7.07,2.84,0.67,0.4,0.0,not measured in IFCT 2017
N013,"Guinea fowl, meat, with skin",,Poultry,1,112.1,75.21,20.52,3.24,0.0,0.0,2.2,30.77,1.48,21.0,187.0,240.0,57.64,0.0,0.02,0.18,3.64,0.58,5.69,2.26,1.02,1.75,0.0,not measured in IFCT 2017
N014,"Pigeon, meat, with skin",,Poultry,1,126.2,74.61,17.94,6.03,0.0,0.0,3.81,18.11,2.48,29.0,255.0,346.0,56.1,0.0,0.18,0.39,3.45,0.48,8.41,15.25,1.2,1.52,0.0,not measured in IFCT 2017
N015,"Quail, meat, skinless",,Poultry,1,137.7,71.58,20.92,5.95,0.0,0.0,1.9,20.6,1.13,31.0,300.0,333.0,56.21,0.0,0.05,0.24,4.69,0.56,9.33,12.84,1.53,1.59,0.0,not measured in IFCT 2017
N016,"Turkey, leg, with skin",,Poultry,1,154.6,69.24,20.3,8.15,0.0,0.0,2.01,20.44,3.35,26.0,236.0,308.0,66.47,0.0,0.05,0.11,4.92,0.48,8.55,8.15,0.5,0.72,0.0,not measured in IFCT 2017
N017,"Turkey, thigh, with skin",,Poultry,1,138.9,72.17,20.46,6.31,0.0,0.0,1.58,23.52,2.95,23.0,194.0,280.0,50.01,0.0,0.04,0.12,1.94,0.51,10.91,13.11,0.36,0.62,0.0,not measured in IFCT 2017
N018,"Turkey, breast, with skin",,Poultry,1,160.4,68.44,21.96,8.04,0.0,0.0,1.01,14.35,1.28,22.0,182.0,315.0,40.45,0.0,0.06,0.1,4.49,0.56,14.67,8.97,0.52,0.56,0.0,not measured in IFCT 2017
N019,"Turkey, wing, with skin",,Poultry,1,184.3,66.16,21.91,10.77,0.0,0.0,1.0,33.49,1.68,24.0,199.0,262.0,57.0,0.0,0.03,0.09,4.38,0.45,10.41,18.07,0.52,0.43,0.0,not measured in IFCT 2017
O001,"Goat, shoulder, meat",,Animal Meat,6,188.1,66.39,20.33,11.94,0.0,0.0,1.48,6.18,4.19,21.39,189.0,332.0,47.31,0.0,0.07,0.17,5.14,0.26,0.0,7.57,0.8,0.35,0.0,not measured in IFCT 2017
O002,"Goat, chops",,Animal Meat,6,135.8,72.46,20.39,5.98,0.0,0.0,1.87,7.44,4.55,21.13,195.0,334.0,45.72,0.0,0.05,0.13,5.51,0.3,0.0,2.55,0.4,0.15,0.0,not measured in IFCT 2017
O003,"Goat, legs",,Animal Meat,6,159.9,68.85,22.07,7.94,0.0,0.0,1.77,5.76,3.52,21.71,187.0,339.0,42.77,0.0,0.07,0.15,5.15,0.31,0.0,8.51,0.28,0.09,0.0,not measured in IFCT 2017
O004,"Goat, brain",,Animal Meat,5,127.4,76.74,13.82,8.06,0.0,0.0,1.63,10.61,1.08,13.94,296.0,296.0,132.0,0.0,0.13,0.17,2.04,0.28,0.0,1.98,0.3,0.08,0.0,not measured in IFCT 2017
O005,"Goat, tongue",,Animal Meat,4,188.6,68.4,16.63,13.68,0.0,0.0,2.09,7.11,2.44,19.39,212.0,223.0,118.0,0.0,0.14,0.22,3.04,0.17,0.0,8.95,0.02,0.08,0.0,not measured in IFCT 2017
O006,"Goat, lungs",,Animal Meat,4,95.8,79.03,16.86,3.09,0.0,0.0,7.1,10.44,1.7,11.48,209.0,180.0,85.72,0.0,0.08,0.32,2.79,0.14,0.0,2.75,0.09,0.08,0.0,not measured in IFCT 2017
O007,"Goat, heart",,Animal Meat,5,117.6,75.15,19.38,4.4,0.0,0.0,3.38,5.71,1.45,18.0,174.0,224.0,73.21,0.0,0.36,0.33,5.97,0.23,0.0,5.9,0.6,0.09,0.0,not measured in IFCT 2017
O008,"Goat, liver",,Animal Meat,6,125.7,73.37,20.32,4.88,0.0,0.0,6.56,6.09,3.48,18.0,336.0,284.0,55.41,0.0,0.2,0.37,12.88,0.65,0.0,15655.0,0.56,0.61,0.0,not measured in IFCT 2017
O009,"Goat, tripe",,Animal Meat,5,92.3,80.94,15.36,3.36,0.0,0.0,0.81,20.87,1.66,13.0,59.2,45.0,22.38,0.0,0.02,0.1,0.81,0.2,0.0,2.17,0.0,0.1,0.0,not measured in IFCT 2017
O010,"Goat, spleen",,Animal Meat,4,95.8,77.93,18.45,2.37,0.0,0.0,51.41,8.35,1.95,15.3,266.0,368.0,52.4,0.0,0.06,0.16,5.2,0.33,0.0,7.85,0.1,0.08,0.0,not measured in IFCT 2017
O011,"Goat, kidneys",,Animal Meat,4,89.4,80.26,15.6,2.93,0.0,0.0,6.73,12.37,1.73,18.6,220.0,195.0,184.0,0.0,0.34,0.34,5.5,0.4,0.0,68.56,0.0,0.09,0.0,not measured in IFCT 2017
O012,"Goat, tube (small intestine)",,Animal Meat,3,125.5,78.12,12.92,8.26,0.0,0.0,2.21,27.52,1.12,7.14,55.9,130.0,7.46,0.0,0.01,0.11,0.64,0.21,0.0,2.62,0.0,0.19,0.0,not measured in IFCT 2017
O013,"Goat, testis",,Animal Meat,2,71.2,84.29,12.32,2.39,0.0,0.0,1.43,5.95,1.19,13.66,186.0,253.0,92.61,0.0,0.15,0.11,1.72,0.24,0.0,2.48,0.55,0.09,0.0,not measured in IFCT 2017
O014,"Sheep, shoulder",,Animal Meat,5,200.8,66.51,18.24,14.31,0.0,0.0,1.63,5.46,3.69,21.31,195.0,336.0,45.65,0.0,0.05,0.18,4.53,0.15,0.0,8.71,0.07,0.31,0.0,not measured in IFCT 2017
O015,"Sheep, chops",,Animal Meat,4,118.5,75.66,18.0,5.15,0.0,0.0,2.24,7.98,3.46,21.42,191.0,323.0,45.26,0.0,0.07,0.16,4.94,0.18,0.0,3.49,0.47,0.1,0.0,not measured in IFCT 2017
O016,"Sheep, leg",,Animal Meat,5,164.0,68.26,21.42,8.69,0.0,0.0,1.54,6.87,2.67,22.22,187.0,333.0,49.3,0.0,0.08,0.16,5.25,0.24,0.0,9.93,2.14,0.08,0.0,not measured in IFCT 2017
O017,"Sheep, brain",,Animal Meat,1,117.6,78.36,13.05,7.29,0.0,0.0,1.93,10.27,1.11,14.08,271.0,312.0,122.0,0.0,0.12,0.21,2.66,0.33,0.0,1.55,1.06,0.09,0.0,not measured in IFCT 2017
O018,"Sheep, tongue",,Animal Meat,1,187.1,68.7,16.61,13.53,0.0,0.0,2.46,8.05,2.46,24.53,207.0,220.0,185.0,0.0,0.15,0.2,2.78,0.16,0.0,7.33,0.0,0.07,0.0,not measured in IFCT 2017
O019,"Sheep, lungs",,Animal Meat,2,86.8,80.41,16.12,2.41,0.0,0.0,8.58,7.74,1.58,11.68,187.0,204.0,109.0,0.0,0.07,0.23,2.75,0.02,0.0,2.45,0.12,0.08,0.0,not measured in IFCT 2017
O020,"Sheep, heart",,Animal Meat,1,106.4,77.06,18.19,3.66,0.0,0.0,3.07,6.79,1.31,15.19,163.0,225.0,72.62,0.0,0.34,0.3,5.43,0.3,0.0,4.64,0.8,0.15,0.0,not measured in IFCT 2017
O021,"Sheep, liver",,Animal Meat,4,133.6,69.71,22.26,4.87,0.0,0.0,6.15,5.92,3.73,17.91,334.0,280.0,55.82,0.0,0.17,0.35,15.66,0.26,0.0,14106.0,0.31,0.6,0.0,not measured in IFCT 2017
O022,"Sheep, tripe",,Animal Meat,2,104.0,78.81,16.76,4.05,0.0,0.0,0.9,14.85,1.89,17.81,55.61,48.75,18.37,0.0,0.02,0.08,0.63,0.22,0.0,2.72,0.0,0.2,0.0,not measured in IFCT 2017
O023,"Sheep, spleen",,Animal Meat,1,91.8,79.66,16.02,3.02,0.0,0.0,53.11,11.49,1.71,17.23,266.0,327.0,50.58,0.0,0.07,0.23,5.42,0.27,0.0,6.61,0.0,0.1,0.0,not measured in IFCT 2017
O024,"Sheep, kidneys",,Animal Meat,2,91.8,79.77,16.22,2.92,0.0,0.0,6.11,14.15,1.92,17.46,204.0,198.0,163.0,0.0,0.35,0.31,5.51,0.51,0.0,68.68,0.37,0.1,0.0,not measured in IFCT 2017
O025,"Beef, shoulder",,Animal Meat,6,212.5,63.84,20.56,14.59,0.0,0.0,2.22,6.5,4.64,22.24,201.0,367.0,45.59,0.0,0.03,0.12,5.18,0.48,0.0,15.51,0.46,0.4,0.0,not measured in IFCT 2017
O026,"Beef, chops",,Animal Meat,4,139.8,72.4,19.82,6.71,0.0,0.0,1.95,4.64,3.77,24.72,209.0,383.0,32.47,0.0,0.02,0.06,4.36,0.34,0.0,2.43,0.47,0.3,0.0,not measured in IFCT 2017
O027,"Beef, round (leg)",,Animal Meat,6,157.3,68.04,22.64,7.38,0.0,0.0,2.3,5.86,3.36,26.59,215.0,366.0,38.96,0.0,0.04,0.06,6.3,0.44,0.0,2.52,0.43,0.4,0.0,not measured in IFCT 2017
O028,"Beef, brain",,Animal Meat,4,125.0,78.71,10.55,9.28,0.0,0.0,2.15,11.38,1.18,15.84,326.0,320.0,127.0,0.0,0.12,0.13,1.91,0.25,0.0,2.18,0.69,0.1,0.0,not measured in IFCT 2017
O029,"Beef, tongue",,Animal Meat,4,174.7,70.97,15.63,12.57,0.0,0.0,2.17,9.49,3.31,22.82,220.0,260.0,89.88,0.0,0.05,0.13,2.93,0.19,0.0,5.56,0.61,0.11,0.0,not measured in IFCT 2017
O030,"Beef, lungs",,Animal Meat,3,83.9,80.83,15.66,2.28,0.0,0.0,6.85,9.31,1.52,11.6,172.0,216.0,109.0,0.0,0.09,0.12,3.13,0.23,0.0,1.89,0.0,0.11,0.0,not measured in IFCT 2017
O031,"Beef, heart",,Animal Meat,5,103.5,77.77,17.68,3.57,0.0,0.0,3.62,6.16,1.5,15.66,181.0,258.0,70.52,0.0,0.24,0.3,5.38,0.25,0.0,10.13,5.71,0.1,0.0,not measured in IFCT 2017
O032,"Beef, liver",,Animal Meat,6,119.3,74.15,20.73,3.96,0.0,0.0,14.82,5.46,4.36,18.57,332.0,289.0,50.14,0.0,0.17,0.34,14.01,0.3,0.0,9119.0,0.0,0.6,0.0,not measured in IFCT 2017
O033,"Beef, tripe",,Animal Meat,5,75.5,83.74,13.1,2.51,0.0,0.0,0.84,15.3,2.02,9.33,60.17,143.0,41.0,0.0,0.03,0.08,1.31,0.23,0.0,4.29,4.0,0.41,0.0,not measured in IFCT 2017
O034,"Beef, spleen",,Animal Meat,6,90.3,79.03,17.42,2.22,0.0,0.0,31.68,9.4,2.01,15.8,252.0,348.0,58.94,0.0,0.31,0.25,7.45,0.26,0.0,8.71,0.33,0.1,0.0,not measured in IFCT 2017
O035,"Beef, kidneys",,Animal Meat,3,104.9,77.59,17.09,4.01,0.0,0.0,4.71,15.31,1.4,14.7,180.0,184.0,160.0,0.0,0.26,0.27,6.52,0.22,0.0,98.04,0.53,0.08,0.0,not measured in IFCT 2017
O036,"Calf, shoulder",,Animal Meat,2,151.3,70.49,20.98,7.47,0.0,0.0,1.31,8.39,3.31,22.71,197.0,369.0,77.0,0.0,0.1,0.2,6.11,0.5,0.0,13.17,0.0,0.3,0.0,not measured in IFCT 2017
